KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001178001,T001178002,T001178003,T001178004,T001178005,T001178006,T001178007,T001178008,T001178009,T001178010,T001178011,T001178012,T001178013,T001178014,T001178015,T001178016,T001178017,T001178018,T001178019,T001178020,T001178021,T001178022,T001178023,T001178024,T001178025,T001178026,T001178027,T001178028,T001178029,T001178030,T001178031,T001178032,T001178033,T001178034,T001178035,T001178036,T001178037,T001178038,T001178039,T001178040,T001178041,T001178042,T001178043,T001178044,T001178045,T001178046,T001178047,T001178048,T001178049,T001178050,T001178051,T001178052,T001178053,T001178054,T001178055,T001178056,T001178057,T001178058,T001178059
5439278524,2,5439278522,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278531,1,,5439278534,88,43,45,8,5,3,9,6,3,18,7,11,9,4,5,0,0,0,3,2,1,6,2,4,6,2,4,2,1,1,1,0,1,4,2,2,3,2,1,11,6,5,9,4,5,1,1,0,1,1,0,0,0,0,4,1,3,34.5,30
5439278533,0,,,68,39,29,1,0,1,4,1,3,2,0,2,7,5,2,7,5,2,5,3,2,4,4,0,6,3,3,9,4,5,6,4,2,2,2,0,2,1,1,5,3,2,3,1,2,3,2,1,2,1,1,0,0,0,0,0,0,38.3,38
5439278534,2,5439278531,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278542,1,,5439278544,8,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,56.1,55.5
5439278544,2,5439278542,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278611,2,5439278613,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278613,1,,5439278611;5439278621;5439278622,25,9,16,1,1,0,2,2,0,2,0,2,1,1,0,2,0,2,2,1,1,3,3,0,0,0,0,2,0,2,3,1,2,5,3,2,7,4,3,4,0,4,4,2,2,1,0,1,3,1,2,1,0,1,1,0,1,48.5,54
5439278621,2,5439278613,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278622,2,5439278613,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278643,2,5439278644,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278644,1,,5439278643,56,26,30,0,0,0,2,1,1,2,1,1,6,4,2,1,0,1,1,1,0,2,1,1,4,0,4,4,2,2,2,2,0,7,4,3,3,1,2,6,4,2,7,4,3,5,1,4,6,3,3,3,1,2,1,0,1,51.8,54.5
5439278711,2,5439278721,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278721,1,,5439278711,6,3,3,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,41.9,45
5439278722,0,,,19,6,13,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,3,2,1,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,48.9,49
5439278723,2,5439278724,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278724,1,,5439278723,84,42,42,2,0,2,4,2,2,3,2,1,4,2,2,5,2,3,3,3,0,2,0,2,4,3,1,4,3,1,12,7,5,4,1,3,4,3,1,8,4,4,6,4,2,7,2,5,9,4,5,1,0,1,6,2,4,51,51.5
5439278742,0,,,70,32,38,3,2,1,1,0,1,5,3,2,2,2,0,1,0,1,1,1,0,6,2,4,3,2,1,5,0,5,4,2,2,8,4,4,6,4,2,4,2,2,8,3,5,5,3,2,0,0,0,7,2,5,1,0,1,49.2,52
5439278743,0,,,19,8,11,2,1,1,0,0,0,1,1,0,1,0,1,2,0,2,2,1,1,0,0,0,0,0,0,2,1,1,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1,1,0,1,0,0,0,41.7,44
5439278744,0,,,91,47,44,1,1,0,3,2,1,7,5,2,8,3,5,1,1,0,2,0,2,4,3,1,6,3,3,12,6,6,6,4,2,2,2,0,3,1,2,10,6,4,8,3,5,5,1,4,6,4,2,4,1,3,3,1,2,47.7,45
5439278811,1,,5439278812,27,15,12,1,1,0,0,0,0,2,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,2,1,1,0,0,0,5,1,4,2,2,0,2,0,2,4,4,0,1,0,1,2,1,1,2,2,0,2,1,1,53.6,55
5439278812,2,5439278811,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278813,0,,,69,32,37,3,1,2,2,1,1,3,1,2,0,0,0,0,0,0,3,1,2,4,1,3,4,3,1,6,2,4,3,2,1,3,3,0,4,3,1,9,3,6,7,4,3,7,4,3,4,1,3,4,1,3,3,1,2,53.1,59
5439278814,0,,,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,3,2,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,58.5,61
5439278831,0,,,68,34,34,4,3,1,0,0,0,2,2,0,1,1,0,8,3,5,6,1,5,4,3,1,2,1,1,5,4,1,4,2,2,6,2,4,6,3,3,3,3,0,2,1,1,4,1,3,5,3,2,3,1,2,3,0,3,46.8,47.5
5439278833,0,,,76,39,37,0,0,0,2,2,0,3,3,0,3,2,1,3,1,2,4,3,1,3,1,2,3,1,2,2,1,1,3,2,1,6,1,5,9,4,5,9,6,3,7,3,4,3,1,2,7,4,3,5,1,4,4,3,1,54.1,58.5
5439278834,0,,,60,31,29,5,3,2,2,2,0,5,3,2,0,0,0,4,3,1,6,3,3,4,3,1,7,4,3,4,2,2,3,2,1,1,0,1,2,1,1,2,0,2,5,2,3,0,0,0,5,1,4,5,2,3,0,0,0,41.1,37.5
5439278842,0,,,70,36,34,5,3,2,4,4,0,1,1,0,5,2,3,4,3,1,2,0,2,7,5,2,1,0,1,4,2,2,3,1,2,4,2,2,6,4,2,6,1,5,6,4,2,2,1,1,2,2,0,3,0,3,5,1,4,45.5,47.5
5439278843,2,5439278844,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278844,1,,5439278843,16,10,6,0,0,0,0,0,0,1,1,0,2,1,1,2,0,2,1,1,0,1,1,0,0,0,0,1,0,1,2,1,1,3,2,1,1,0,1,2,2,0,2,1,1,1,1,0,0,0,0,1,1,0,1,0,1,48.1,50
5439278914,2,5439278932,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278921,2,5439278923,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278923,1,,5439278921;5439278924,7,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,3,2,1,55.3,63
5439278924,2,5439278923,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278931,2,5439278932,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278932,1,,5439278914;5439278931,22,11,11,2,1,1,0,0,0,1,0,1,2,1,1,2,2,0,1,0,1,3,2,1,1,1,0,0,0,0,3,1,2,4,2,2,5,3,2,1,0,1,2,2,0,0,0,0,5,1,4,4,1,3,1,0,1,51.2,53
5439278933,0,,,57,23,34,0,0,0,4,0,4,4,1,3,1,0,1,1,1,0,0,0,0,4,2,2,2,1,1,4,1,3,4,4,0,3,2,1,4,2,2,3,1,2,8,4,4,3,0,3,2,1,1,5,1,4,5,2,3,53.6,57
5439278934,0,,,19,7,12,0,0,0,0,0,0,1,0,1,1,1,0,2,0,2,1,0,1,0,0,0,2,1,1,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,2,1,1,2,1,1,3,1,2,1,1,0,0,0,0,51.6,50
5439278941,1,,5439278943,14,7,7,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,2,1,1,2,2,0,0,0,0,2,1,1,3,1,2,3,2,1,0,0,0,3,1,2,0,0,0,1,0,1,52.5,59
5439278942,0,,,34,21,13,0,0,0,1,1,0,3,2,1,3,2,1,2,2,0,1,1,0,0,0,0,2,2,0,5,2,3,1,1,0,2,1,1,1,0,1,5,2,3,4,3,1,1,0,1,1,1,0,2,1,1,0,0,0,46.4,44
5439278943,2,5439278941,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439278944,0,,,11,5,6,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,2,1,1,0,0,0,1,0,1,54.6,61
5439279011,2,5439279013,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279012,0,,,42,22,20,0,0,0,2,0,2,4,3,1,2,1,1,3,2,1,0,0,0,1,0,1,1,1,0,3,2,1,1,0,1,6,3,3,5,3,2,4,2,2,3,2,1,0,0,0,0,0,0,4,1,3,3,2,1,49.3,53
5439279013,1,,5439279011,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,4,3,1,0,0,0,0,0,0,0,0,0,2,0,2,70.6,67
5439279014,0,,,63,34,29,1,1,0,3,1,2,4,3,1,4,0,4,6,6,0,1,1,0,1,1,0,5,3,2,5,3,2,4,2,2,4,1,3,2,1,1,11,7,4,2,1,1,1,0,1,2,0,2,2,1,1,5,2,3,46.3,47
5439279021,2,5439279023,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279023,1,,5439279021,20,14,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,4,1,4,4,0,2,1,1,0,0,0,2,2,0,1,0,1,3,1,2,2,2,0,1,0,1,2,1,1,1,1,0,1,1,0,51.9,51
5439279031,2,5439279032,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279032,1,,5439279031;5439279033;5439279034,52,25,27,0,0,0,1,0,1,4,0,4,1,0,1,4,3,1,5,4,1,6,4,2,5,4,1,4,2,2,0,0,0,3,1,2,4,1,3,11,5,6,8,5,3,5,3,2,1,1,0,1,0,1,5,0,5,50.8,58.5
5439279033,2,5439279032,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279034,2,5439279032,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279041,0,,,53,23,30,1,0,1,1,0,1,2,0,2,1,1,0,5,3,2,0,0,0,2,0,2,5,3,2,1,0,1,7,4,3,0,0,0,4,2,2,7,4,3,4,2,2,2,1,1,4,2,2,2,1,1,5,0,5,53,56
5439279042,0,,,32,15,17,1,0,1,0,0,0,1,1,0,0,0,0,2,0,2,1,1,0,3,0,3,4,3,1,1,1,0,1,1,0,1,0,1,2,2,0,9,3,6,3,2,1,1,1,0,0,0,0,1,0,1,1,0,1,50.2,57
5439279043,0,,,93,42,51,3,1,2,7,3,4,4,2,2,5,2,3,2,0,2,6,3,3,6,4,2,6,3,3,6,3,3,5,3,2,2,0,2,6,2,4,14,8,6,4,3,1,4,2,2,3,1,2,2,0,2,8,2,6,46.5,46
5439279044,0,,,40,19,21,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,2,1,1,2,1,1,1,0,1,4,2,2,0,0,0,4,1,3,9,6,3,1,0,1,2,1,1,5,3,2,3,2,1,2,0,2,56.6,60.5
5439279111,2,5439279113,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279113,1,,5439279111,21,8,13,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,6,4,2,2,1,1,2,0,2,1,1,0,0,0,0,2,0,2,53.8,61.5
5439279131,0,,,27,14,13,2,1,1,2,1,1,1,1,0,2,1,1,1,1,0,1,0,1,0,0,0,2,1,1,5,2,3,1,1,0,2,1,1,0,0,0,3,0,3,2,2,0,2,1,1,1,1,0,0,0,0,0,0,0,41.1,43
5439279133,0,,,49,29,20,2,1,1,1,0,1,0,0,0,0,0,0,2,2,0,3,2,1,2,2,0,4,3,1,3,3,0,4,3,1,3,2,1,2,0,2,4,2,2,8,4,4,4,3,1,1,0,1,2,1,1,4,1,3,53.4,55
5439279223,0,,,10,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,57.4,55.5
5439279241,0,,,38,20,18,1,1,0,1,0,1,0,0,0,1,0,1,3,2,1,3,2,1,3,2,1,1,1,0,2,2,0,3,1,2,4,1,3,2,2,0,2,2,0,3,1,2,3,1,2,1,0,1,2,1,1,3,1,2,50.2,51
5439279243,0,,,67,33,34,2,1,1,1,1,0,4,1,3,3,1,2,2,0,2,3,2,1,1,0,1,5,4,1,5,2,3,6,4,2,5,2,3,3,2,1,6,3,3,6,3,3,4,3,1,7,2,5,2,1,1,2,1,1,50,51
5439279244,0,,,29,14,15,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,2,0,2,2,1,1,1,1,0,1,0,1,3,3,0,3,2,1,2,1,1,1,0,1,2,1,1,3,1,2,3,2,1,0,0,0,2,1,1,50.8,51
5439279313,2,5439279331,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279321,0,,,106,58,48,3,2,1,2,1,1,4,1,3,3,2,1,11,7,4,9,6,3,8,7,1,4,2,2,3,2,1,7,3,4,17,8,9,9,5,4,6,3,3,4,3,1,3,2,1,4,1,3,4,3,1,5,0,5,45.7,49
5439279322,0,,,134,67,67,2,1,1,6,6,0,8,5,3,5,2,3,3,1,2,2,0,2,5,1,4,10,6,4,9,6,3,7,2,5,5,3,2,12,7,5,18,10,8,12,6,6,9,4,5,4,2,2,9,3,6,8,2,6,51.8,55.5
5439279323,0,,,53,27,26,0,0,0,0,0,0,3,1,2,5,0,5,1,1,0,1,1,0,1,1,0,3,3,0,5,2,3,4,3,1,2,1,1,1,1,0,4,2,2,8,5,3,8,3,5,5,3,2,0,0,0,2,0,2,53.4,60
5439279324,0,,,88,45,43,4,1,3,5,5,0,4,2,2,3,1,2,2,1,1,3,2,1,6,4,2,9,3,6,7,4,3,2,1,1,3,1,2,12,7,5,6,2,4,7,4,3,2,2,0,4,1,3,4,2,2,5,2,3,47,49
5439279331,1,,5439279313,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,55.5,60
5439279332,0,,,56,27,29,4,2,2,1,1,0,0,0,0,0,0,0,1,0,1,2,0,2,2,1,1,2,1,1,4,3,1,1,1,0,3,2,1,3,2,1,11,4,7,7,4,3,4,2,2,2,0,2,4,2,2,5,2,3,56.4,60.5
5439279333,0,,,58,30,28,1,1,0,1,0,1,0,0,0,2,1,1,3,2,1,3,1,2,2,2,0,1,1,0,2,0,2,5,3,2,8,4,4,4,2,2,3,2,1,5,2,3,5,3,2,6,2,4,5,3,2,2,1,1,55.5,55.5
5439279334,0,,,204,97,107,6,3,3,8,3,5,12,5,7,9,5,4,10,8,2,11,4,7,11,7,4,13,7,6,14,7,7,6,2,4,22,11,11,13,8,5,19,10,9,13,7,6,12,4,8,9,2,7,8,1,7,8,3,5,46.9,50.5
5439279341,0,,,88,45,43,2,2,0,7,5,2,4,3,1,5,1,4,6,4,2,6,4,2,0,0,0,7,2,5,9,3,6,2,1,1,11,4,7,8,7,1,6,5,1,8,3,5,1,0,1,2,0,2,4,1,3,0,0,0,42.6,44
5439279342,0,,,46,23,23,3,1,2,1,1,0,1,1,0,1,1,0,2,0,2,3,2,1,4,2,2,2,1,1,4,3,1,4,1,3,1,1,0,3,1,2,3,2,1,5,2,3,3,2,1,3,1,2,0,0,0,3,1,2,48.1,46
5439279343,0,,,46,28,18,0,0,0,0,0,0,3,3,0,3,2,1,3,3,0,2,2,0,2,0,2,1,1,0,1,0,1,1,0,1,7,3,4,4,3,1,6,4,2,4,3,1,1,1,0,1,1,0,5,1,4,1,0,1,51,54
5439279344,0,,,26,12,14,2,2,0,2,1,1,1,0,1,0,0,0,1,1,0,3,0,3,2,2,0,3,2,1,0,0,0,0,0,0,1,0,1,2,1,1,5,3,2,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,43.6,39
5439279411,0,,,17,10,7,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,2,1,1,1,0,2,2,0,0,0,0,2,1,1,1,0,1,1,1,0,1,1,0,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,44.9,46
5439279412,2,5439279414,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279413,0,,,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,2,0,2,61.1,57
5439279414,1,,5439279412,34,16,18,1,0,1,1,0,1,0,0,0,3,3,0,4,1,3,3,2,1,2,2,0,2,1,1,1,0,1,3,1,2,3,2,1,2,1,1,2,1,1,2,0,2,3,2,1,3,1,2,2,0,2,0,0,0,46.4,46
5439279422,2,5439279423,,11,7,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279423,1,,5439279422,25,13,12,1,1,0,3,1,2,2,2,0,2,0,2,2,2,0,5,2,3,1,1,0,1,0,1,4,2,2,1,1,0,4,2,2,3,2,1,3,2,1,2,0,2,1,1,0,0,0,0,0,0,0,1,1,0,39.1,40
5439279431,0,,,39,15,24,0,0,0,3,1,2,5,3,2,1,0,1,4,2,2,1,0,1,1,0,1,1,0,1,4,2,2,5,1,4,3,1,2,0,0,0,2,2,0,3,1,2,4,2,2,0,0,0,0,0,0,2,0,2,42,41
5439279432,0,,,56,27,29,2,1,1,5,3,2,4,2,2,3,2,1,2,1,1,1,1,0,5,3,2,3,1,2,7,3,4,2,2,0,3,1,2,1,0,1,5,1,4,3,2,1,5,1,4,2,2,0,0,0,0,3,1,2,42.9,41
5439279433,2,5439279434,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279434,1,,5439279433,50,23,27,1,0,1,6,1,5,8,4,4,3,2,1,1,0,1,1,1,0,5,2,3,5,4,1,4,1,3,3,1,2,2,2,0,2,0,2,11,4,7,5,4,1,1,1,0,0,0,0,1,0,1,0,0,0,39.3,38
5439279441,1,,5439279442;5439279443,30,14,16,0,0,0,3,2,1,4,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1,2,3,3,0,2,1,1,8,4,4,0,0,0,3,1,2,1,0,1,2,1,1,1,0,1,2,0,2,47.9,53
5439279442,2,5439279441,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279443,2,5439279441,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279444,0,,,53,26,27,2,2,0,1,0,1,4,2,2,5,3,2,3,1,2,1,0,1,1,0,1,3,2,1,3,1,2,6,1,5,3,3,0,3,2,1,2,1,1,3,2,1,5,2,3,3,1,2,4,2,2,1,1,0,46.5,47
5439279511,0,,,37,22,15,6,4,2,3,2,1,3,2,1,2,1,1,1,0,1,5,2,3,3,2,1,2,1,1,7,5,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,29.5,27
5439279512,0,,,43,20,23,1,0,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,3,0,3,4,3,1,2,2,0,3,0,3,4,2,2,2,1,1,7,3,4,5,3,2,4,1,3,2,2,0,0,0,0,3,1,2,54.5,59
5439279513,2,5439279514,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279514,1,,5439279513,37,18,19,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,2,1,1,4,2,2,3,1,2,2,2,0,2,1,1,2,1,1,4,2,2,10,4,6,3,3,0,4,2,2,0,0,0,0,0,0,2,1,1,52.5,57
5439279521,1,,5439279522;5439279523,36,19,17,0,0,0,0,0,0,4,1,3,5,3,2,0,0,0,0,0,0,2,2,0,3,1,2,6,4,2,2,1,1,2,1,1,5,4,1,4,2,2,5,2,3,6,3,3,1,1,0,0,0,0,1,1,0,48.6,52.5
5439279522,2,5439279521,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279523,2,5439279521,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5439279524,0,,,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,3,1,2,2,1,1,0,0,0,1,0,1,3,2,1,61.1,65.5
5439279531,0,,,51,24,27,2,0,2,1,1,0,3,2,1,1,1,0,2,1,1,3,0,3,4,3,1,2,1,1,3,2,1,2,1,1,3,1,2,8,3,5,7,4,3,2,1,1,1,1,0,1,1,0,5,1,4,1,0,1,48.3,54
5439279532,0,,,63,34,29,0,0,0,3,3,0,4,2,2,3,1,2,1,1,0,1,0,1,6,4,2,3,3,0,4,0,4,4,3,1,7,4,3,8,5,3,5,2,3,1,1,0,2,0,2,6,3,3,2,0,2,3,2,1,49.2,51
5439279533,0,,,65,38,27,2,1,1,3,2,1,3,3,0,2,2,0,2,2,0,4,3,1,2,1,1,5,3,2,6,4,2,1,0,1,5,2,3,3,2,1,13,7,6,6,3,3,3,1,2,1,0,1,2,1,1,2,1,1,47.7,53
5439279534,0,,,24,12,12,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,3,2,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,3,0,3,5,1,4,3,1,2,2,2,0,1,0,1,0,0,0,1,0,1,52.7,58.5
5439279541,0,,,19,10,9,2,1,1,1,1,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,1,0,1,0,0,0,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,0,0,0,40.4,36
