city_code,city_name,analysis_type,scenario_name,unit,phase1_closed_edge_count,origin_count,origin_routable_count,vehicle_count,arrived_count,not_arrived_vehicle_count,stranded_main_vehicle_count,full_recommendation,note
08443,阿見町,phase2_dynamic_sumo,small,vehicle,297,69,69,69,69,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08443,阿見町,phase2_dynamic_sumo,10pct,vehicle,297,69,69,249,249,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08443,阿見町,phase2_full_plan,full,vehicle_plan,297,69,69,2115,,,,representative_or_defer,Full run deferred by plan: 10pctで大きな問題が見えず、full車両数が多いため代表地域方式を優先
08447,河内町,phase1_static_city_scenario,city_scenario_t0_to_t7,closed_edges_and_origin_meshes,812,138,138,,,,,representative_or_defer,Phase 1 city scenario input scale; not a dynamic vehicle simulation.
08447,河内町,phase2_dynamic_sumo,small,vehicle,812,138,138,138,138,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08447,河内町,phase2_dynamic_sumo,10pct,vehicle,812,138,138,261,261,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08447,河内町,phase2_full_plan,full,vehicle_plan,812,138,138,1893,,,,representative_or_defer,Full run deferred by plan: 10pctで大きな問題が見えず、full車両数が多いため代表地域方式を優先
08521,八千代町,phase1_static_city_scenario,city_scenario_t0_to_t7,closed_edges_and_origin_meshes,780,208,208,,,,,representative_or_defer,Phase 1 city scenario input scale; not a dynamic vehicle simulation.
08521,八千代町,phase2_dynamic_sumo,small,vehicle,780,208,208,208,208,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08521,八千代町,phase2_dynamic_sumo,10pct,vehicle,780,208,208,409,409,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08521,八千代町,phase2_full_plan,full,vehicle_plan,780,208,208,3113,,,,representative_or_defer,Full run deferred by plan: 10pctで大きな問題が見えず、full車両数が多いため代表地域方式を優先
08542,五霞町,phase1_static_city_scenario,city_scenario_t0_to_t7,closed_edges_and_origin_meshes,0,7,7,,,,,run_full,Phase 1 city scenario input scale; not a dynamic vehicle simulation.
08542,五霞町,phase2_dynamic_sumo,small,vehicle,0,7,7,7,7,0,0,run_full,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08542,五霞町,phase2_dynamic_sumo,10pct,vehicle,0,7,7,16,16,0,0,run_full,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08542,五霞町,phase2_dynamic_sumo,full,vehicle,0,7,7,128,128,0,0,run_full,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08546,境町,phase1_static_city_scenario,city_scenario_t0_to_t7,closed_edges_and_origin_meshes,636,86,86,,,,,representative_or_defer,Phase 1 city scenario input scale; not a dynamic vehicle simulation.
08546,境町,phase2_dynamic_sumo,small,vehicle,636,86,86,86,86,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08546,境町,phase2_dynamic_sumo,10pct,vehicle,636,86,86,236,236,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08546,境町,phase2_full_plan,full,vehicle_plan,636,86,86,1891,,,,representative_or_defer,Full run deferred by plan: 10pctで大きな問題が見えず、full車両数が多いため代表地域方式を優先
08564,利根町,phase1_static_city_scenario,city_scenario_t0_to_t7,closed_edges_and_origin_meshes,384,53,53,,,,,representative_or_defer,Phase 1 city scenario input scale; not a dynamic vehicle simulation.
08564,利根町,phase2_dynamic_sumo,small,vehicle,384,53,53,53,53,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08564,利根町,phase2_dynamic_sumo,10pct,vehicle,384,53,53,174,174,0,0,representative_or_defer,Dynamic SUMO/TraCI result; teleport warnings are retained as SUMO runtime notes and summary metrics are counted after simulation.
08564,利根町,phase2_full_plan,full,vehicle_plan,384,53,53,1457,,,,representative_or_defer,Full run deferred by plan: 10pctで大きな問題が見えず、full車両数が多いため代表地域方式を優先
